id,name,category,alt_categories,phone,phone_fmt,area_code,phones_all,email,email_owned,website,websites_all,socials,social_platforms,best_contact,address,city,state,zip,country,lat,lon,tier,tier_reason,builder,industry_fit,outreach_score,score,completeness,confidence,is_chain,pitch,source_dataset,source_id
d7222ca0-6787-4770-9e3f-5fd6102918b0,SacsTax and Bookkeeping,accountant,trusts|financial_service,+17079947227,(707) 994-7227,707,+17079947227,sacstax@me.com,0,,,https://www.facebook.com/326128054092008,facebook,phone,15090 Olympic Dr,Clearlake,CA,95422-9525,US,38.961910247802734,-122.62964630126953,A,No website,,high,100,99,100,0.9199122190475464,0,"Hi, I came across SacsTax and Bookkeeping in Clearlake and noticed you don't have a website yet — for a accountant, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,326128054092008
f4bc1ec6-5009-4e52-9980-92f2a849cf58,A New Day Herbal Center,acupuncture,naturopathic_holistic|public_service_and_government,+17079983515,(707) 998-3515,707,+17079983515,,0,,,https://www.facebook.com/170035080050,facebook,phone,12638 Foothill Blvd,Clearlake Oaks,CA,95423-8906,US,39.025230407714844,-122.67407989501953,A,No website,,high,100,79,83,0.3817850649356842,0,"Hi, I came across A New Day Herbal Center in Clearlake Oaks and noticed you don't have a website yet — for a acupuncture, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",meta,170035080050
88698ac2-5fa9-484d-a479-fc7115bf103c,Healing House,acupuncture,health_and_medical|naturopathic_holistic,+14152640685,(415) 264-0685,415,+14152640685,,0,,,https://www.facebook.com/1410228982579486,facebook,phone,601 N Main St,Lakeport,CA,95453-4301,US,39.046043395996094,-122.91542053222656,A,No website,,high,100,84,83,0.8642778396606445,0,"Hi, I came across Healing House in Lakeport and noticed you don't have a website yet — for a acupuncture, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",meta,1410228982579486
17cc11d1-c388-4683-bd70-0169c29130bc,Bibs Treasures,antique_store,flowers_and_gifts_shop|gift_shop,+17075301457,(707) 530-1457,707,+17075301457,bibstreasures@gmail.com,0,,,https://www.facebook.com/100793852441189,facebook,phone,14093 Lakeshore Dr,Clearlake,CA,95422-8327,US,38.957862854003906,-122.64889526367188,A,No website,,high,100,95,100,0.5282257199287415,0,"Hi, I came across Bibs Treasures in Clearlake and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,100793852441189
c0b1994d-48be-4fdf-988d-de6fd0158c2d,Elegant Bowl,antique_store,,(707) 275-9293,(707) 275-9293,707,(707) 275-9293,,0,,,https://www.facebook.com/166824790000345,facebook,phone,9510 Main St,Upper Lake,CA,95485,US,39.164737701416016,-122.9104995727539,A,No website,,high,100,84,83,0.9199122190475464,0,"Hi, I came across Elegant Bowl in Upper Lake and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",Foursquare,532ea43c79d24ca400c42703
25c14843-bf5a-418f-9624-698b3c637d0b,Flying Antiques,antique_store,shopping,+17079008537,(707) 900-8537,707,+17079008537,flyingantiques@gmail.com,0,,,https://www.facebook.com/179289165928268,facebook,phone,3597 E State Hwy 20,Nice,CA,95464-8573,US,39.12255859375,-122.84361267089844,A,No website,,high,100,95,100,0.5256035923957825,0,"Hi, I came across Flying Antiques in Nice and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Nice businesses and can send a free mockup.",meta,179289165928268
30f286f1-e2a6-45ce-9aa4-424a24fcf315,Gin' Gilli's Vintage Home Antiques,antique_store,,(707) 857-3509,(707) 857-3509,707,(707) 857-3509,gingillis.elisa@gmail.com,0,,,https://www.facebook.com/154993964536745,facebook,phone,21079 Geyserville Ave,Geyserville,CA,95441,US,38.70669174194336,-122.90522003173828,A,No website,,high,100,98,100,0.77,0,"Hi, I came across Gin' Gilli's Vintage Home Antiques in Geyserville and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Geyserville businesses and can send a free mockup.",Foursquare,51d74961498ef6df22206c85
c31fa347-68c3-49c9-abc4-e066201994c7,Last chance,antique_store,gift_shop|thrift_store,+17076712365,(707) 671-2365,707,+17076712365,,0,,,https://www.facebook.com/104001102546822,facebook,phone,1285 W Highway 20,Upper Lake,CA,95485,US,39.167518615722656,-122.93055725097656,A,No website,,high,100,84,83,0.9199122190475464,0,"Hi, I came across Last chance in Upper Lake and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",meta,104001102546822
b13466b9-50fa-4304-a6b9-5ee14c2e6d83,Middletown Antiques,antique_store,,(707) 987-2633,(707) 987-2633,707,(707) 987-2633,,0,,,https://www.facebook.com/104856242914987,facebook,phone,24524 Bradford Rd,Middletown,CA,95461,US,38.69889450073242,-122.60020446777344,A,No website,,high,100,83,83,0.77,0,"Hi, I came across Middletown Antiques in Middletown and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",Foursquare,5d17c6c45cbbb2002f0e0849
c68e53c2-ab60-49e1-b0d1-7db5d83321cc,The Hidden Gem,antique_store,,+17072633400,(707) 263-3400,707,+17072633400,,0,,,https://www.facebook.com/306254566902780,facebook,phone,480 S Main St,Lakeport,CA,95453-5325,US,39.038333892822266,-122.91508483886719,A,No website,,high,100,80,83,0.5371498465538025,0,"Hi, I came across The Hidden Gem in Lakeport and noticed you don't have a website yet — for a antique store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",meta,306254566902780
323e663f-5d36-4674-afa7-d2e139427402,CARS Auto Body,auto_body_shop,automotive_repair|automotive,+17072639035,(707) 263-9035,707,+17072639035,carsautobody48@yahoo.com,0,,,https://www.facebook.com/102168438841221,facebook,phone,96 Soda Bay Rd,Lakeport,CA,95453-5609,US,39.012062072753906,-122.90813446044922,A,No website,,high,100,99,100,0.8925517201423645,0,"Hi, I came across CARS Auto Body in Lakeport and noticed you don't have a website yet — for a auto body shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",meta,102168438841221
d703673a-f781-4a0c-b120-c11af937c87d,All N One Detailing,auto_detailing,car_wash|automotive,+17079554494,(707) 955-4494,707,+17079554494,allnonekustomzncollision@gmail.com,0,,,https://www.facebook.com/112834981733573,facebook,phone,50 Commerce Ln,Cloverdale,CA,95425-4233,US,38.78644561767578,-123.00717163085938,A,No website,,high,100,95,100,0.49313753843307495,0,"Hi, I came across All N One Detailing in Cloverdale and noticed you don't have a website yet — for a auto detailing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",meta,112834981733573
e340fa6c-d930-42a8-904f-40efbc697bff,BKG Detail & Ceramic Coating,auto_detailing,auto_body_shop|car_wash,+14153751684,(415) 375-1684,415,+14153751684,bkgdetail@yahoo.com,0,,,https://www.facebook.com/114884603239337,facebook,phone,6965 Old Highway 53,Clearlake,CA,95422-9381,US,38.932472229003906,-122.62357330322266,A,No website,,high,100,98,100,0.8207324743270874,0,"Hi, I came across BKG Detail & Ceramic Coating in Clearlake and noticed you don't have a website yet — for a auto detailing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,114884603239337
abe7abde-5ba3-43fa-92c1-b7414b62f253,Drinnon's Detail Shop,auto_detailing,oil_change_station|automotive_services_and_repair,+17072453339,(707) 245-3339,707,+17072453339,,0,,,https://www.facebook.com/1876166452595928,facebook,phone,6985 Old Highway 53,Clearlake,CA,95422-9381,US,38.93247985839844,-122.62356567382812,A,No website,,high,100,84,83,0.9199122190475464,0,"Hi, I came across Drinnon's Detail Shop in Clearlake and noticed you don't have a website yet — for a auto detailing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,1876166452595928
d8832951-5d9e-43a6-b50f-1d47e1bc9e7e,Merlin's Magic Mobile Detailing,auto_detailing,automotive_repair,+17078506177,(707) 850-6177,707,+17078506177,smithf794@gmail.com,0,https://merlins-magic-mobile-detailing.business.site/?utm_source=gmb&utm_medium=referral,https://merlins-magic-mobile-detailing.business.site/?utm_source=gmb&utm_medium=referral,https://www.facebook.com/102420749449753,facebook,phone,3158 14th St,Clearlake,CA,95422-9684,US,38.9769172668457,-122.664794921875,B,DIY builder site (Google Business) - upsell to custom,Google Business,high,100,84,100,0.9199122190475464,0,"Hi, I found Merlin's Magic Mobile Detailing in Clearlake and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",meta,102420749449753
a33a3f13-ad6b-4177-b10a-af50c2ba6d1e,Cruz Detailing,automotive,,+17074138050,(707) 413-8050,707,+17074138050,,0,,,https://www.facebook.com/108009558691971,facebook,phone,15963 35th Ave,Clearlake,CA,95422-9460,US,38.947078704833984,-122.61371612548828,A,No website,,high,100,83,83,0.7810476422309875,0,"Hi, I came across Cruz Detailing in Clearlake and noticed you don't have a website yet — for a automotive, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,108009558691971
ad82f55d-e739-4d04-b42e-ead0e8839178,Winding road motors,automotive,car_dealer|professional_services,+17072062230,(707) 206-2230,707,+17072062230,,0,,,https://www.facebook.com/711188282390535,facebook,phone,14952 Lakeshore Dr,Clearlake,CA,95422-8171,US,38.950050354003906,-122.63162231445312,A,No website,,high,100,79,83,0.4127248525619507,0,"Hi, I came across Winding road motors in Clearlake and noticed you don't have a website yet — for a automotive, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",meta,711188282390535
e41515a4-7545-4062-90af-194fb8015050,All-Out Audio,automotive_parts_and_accessories,fashion_accessories_store|boat_parts_and_accessories,+17079005069,(707) 900-5069,707,+17079005069,,0,,,https://www.facebook.com/598378346842007,facebook,phone,90 Soda Bay Rd,Lakeport,CA,95453-5609,US,39.012847900390625,-122.90823364257812,A,No website,,high,100,84,83,0.8606595993041992,0,"Hi, I came across All-Out Audio in Lakeport and noticed you don't have a website yet — for a automotive parts and accessories, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",meta,598378346842007
302e6295-6227-4238-8e67-1df009deaa9e,Medieval Motorsports,automotive_parts_and_accessories,car_dealer|motorsports_store,+17075339848,(707) 533-9848,707,+17075339848,,0,,,https://www.facebook.com/479895905477939,facebook,phone,748 Bevins St,Lakeport,CA,95453-8734,US,39.036556243896484,-122.92414855957031,A,No website,,high,100,84,83,0.8934187293052673,0,"Hi, I came across Medieval Motorsports in Lakeport and noticed you don't have a website yet — for a automotive parts and accessories, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",meta,479895905477939
5eaa1ad3-48d8-4752-9ca9-27aedccfcc7e,Menzio Tire Service,automotive_parts_and_accessories,tire_dealer_and_repair,+17079872634,(707) 987-2634,707,+17079872634,,0,,,https://www.facebook.com/134753706577374,facebook,phone,21071 Barnes St,Middletown,CA,95461,US,38.754329681396484,-122.61705780029297,A,No website,,high,100,83,83,0.7763241529464722,0,"Hi, I came across Menzio Tire Service in Middletown and noticed you don't have a website yet — for a automotive parts and accessories, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",meta,134753706577374
18bbbc42-2fe5-4a54-9a3f-3530091df51f,All N One Performance,automotive_repair,automotive_services_and_repair,+17074134528,(707) 413-4528,707,+17074134528,allnoneperformance@gmail.com,0,,,https://www.facebook.com/636045742916070,facebook,phone,3560 Big Valley Rd,Kelseyville,CA,95451-9251,US,38.98475646972656,-122.845703125,A,No website,,high,100,99,100,0.9199122190475464,0,"Hi, I came across All N One Performance in Kelseyville and noticed you don't have a website yet — for a automotive repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",meta,636045742916070
